rownumber,jobcode,Timestamp,Local Date,Local Time,Temperature (°C),Humidity (%),Latitude,Longitude,Altitude (m),Accuracy (m),Speed (MPH)
2845391,Tracy080925_022-20250809 205154,1754801244100,8/9/2025,21:47:24,29.94,0.0,37.740006,-121.425911,15.13,2.34,5.66
2846381,Tracy080925_022-20250809 205154,1754801245090,8/9/2025,21:47:25,29.95,0.0,37.739987,-121.425921,15.22,2.31,5.19
2847401,Tracy080925_022-20250809 205154,1754801246110,8/9/2025,21:47:26,29.90,0.0,37.739967,-121.425932,15.43,2.29,5.37
2848391,Tracy080925_022-20250809 205154,1754801247100,8/9/2025,21:47:27,29.90,0.0,37.739943,-121.425945,15.61,2.27,6.15
2849383,Tracy080925_022-20250809 205154,1754801248092,8/9/2025,21:47:28,29.88,0.0,37.739919,-121.425959,15.58,2.24,6.58
2850371,Tracy080925_022-20250809 205154,1754801249080,8/9/2025,21:47:29,29.87,0.0,37.739883,-121.425983,15.67,2.23,9.06
2851391,Tracy080925_022-20250809 205154,1754801250100,8/9/2025,21:47:30,29.85,0.0,37.739852,-121.426012,15.72,2.34,9.24
2852381,Tracy080925_022-20250809 205154,1754801251090,8/9/2025,21:47:31,29.87,0.0,37.739813,-121.426008,15.83,2.31,8.95
2853373,Tracy080925_022-20250809 205154,1754801252082,8/9/2025,21:47:32,29.88,0.0,37.739790,-121.426019,15.77,2.39,6.62
2854391,Tracy080925_022-20250809 205154,1754801253100,8/9/2025,21:47:33,29.87,0.0,37.739789,-121.426019,15.80,2.40,1.70
2855381,Tracy080925_022-20250809 205154,1754801254090,8/9/2025,21:47:34,29.84,0.0,37.739790,-121.426018,16.03,2.45,0.36
2856409,Tracy080925_022-20250809 205154,1754801255118,8/9/2025,21:47:35,29.87,0.0,37.739782,-121.426022,16.22,2.59,1.50
2857391,Tracy080925_022-20250809 205154,1754801256100,8/9/2025,21:47:36,30.06,0.0,37.739764,-121.426031,16.46,2.57,3.89
2858381,Tracy080925_022-20250809 205154,1754801257090,8/9/2025,21:47:37,30.12,0.0,37.739742,-121.426028,16.48,5.37,6.55
2859371,Tracy080925_022-20250809 205154,1754801258080,8/9/2025,21:47:38,30.13,0.0,37.739714,-121.426033,16.53,8.43,8.48
2860391,Tracy080925_022-20250809 205154,1754801259100,8/9/2025,21:47:39,30.13,0.0,37.739717,-121.426183,16.47,2.52,10.36
2861412,Tracy080925_022-20250809 205154,1754801260121,8/9/2025,21:47:40,30.11,0.0,37.739726,-121.426258,16.63,2.49,13.47
2862402,Tracy080925_022-20250809 205154,1754801261111,8/9/2025,21:47:41,30.17,0.0,37.739728,-121.426344,16.55,2.58,16.33
2863392,Tracy080925_022-20250809 205154,1754801262101,8/9/2025,21:47:42,30.20,0.0,37.739725,-121.426436,16.30,2.62,18.21
2864442,Tracy080925_022-20250809 205154,1754801263151,8/9/2025,21:47:43,30.21,0.0,37.739725,-121.426536,16.27,2.70,19.66
2865401,Tracy080925_022-20250809 205154,1754801264110,8/9/2025,21:47:44,30.24,0.0,37.739722,-121.426639,16.29,3.00,20.51
2866394,Tracy080925_022-20250809 205154,1754801265103,8/9/2025,21:47:45,30.23,0.0,37.739728,-121.426746,16.29,3.34,21.12
2867382,Tracy080925_022-20250809 205154,1754801266091,8/9/2025,21:47:46,30.27,0.0,37.739728,-121.426855,16.32,2.84,21.52
2868401,Tracy080925_022-20250809 205154,1754801267110,8/9/2025,21:47:47,30.13,0.0,37.739730,-121.426967,16.14,2.99,22.35
2869392,Tracy080925_022-20250809 205154,1754801268101,8/9/2025,21:47:48,30.07,0.0,37.739730,-121.427082,16.02,2.60,22.57
2870382,Tracy080925_022-20250809 205154,1754801269091,8/9/2025,21:47:49,30.02,0.0,37.739730,-121.427195,15.95,2.62,22.30
2871402,Tracy080925_022-20250809 205154,1754801270111,8/9/2025,21:47:50,30.05,0.0,37.739729,-121.427307,15.98,2.96,22.03
2872451,Tracy080925_022-20250809 205154,1754801271160,8/9/2025,21:47:51,30.02,0.0,37.739727,-121.427415,16.11,2.66,21.52
2873382,Tracy080925_022-20250809 205154,1754801272091,8/9/2025,21:47:52,30.02,0.0,37.739727,-121.427522,16.11,3.19,21.12
2874402,Tracy080925_022-20250809 205154,1754801273111,8/9/2025,21:47:53,30.05,0.0,37.739729,-121.427634,16.13,3.25,21.79
2875392,Tracy080925_022-20250809 205154,1754801274101,8/9/2025,21:47:54,30.09,0.0,37.739729,-121.427753,16.10,2.77,23.29
2876382,Tracy080925_022-20250809 205154,1754801275091,8/9/2025,21:47:55,30.12,0.0,37.739724,-121.427876,16.26,2.60,24.07
2877404,Tracy080925_022-20250809 205154,1754801276113,8/9/2025,21:47:56,30.11,0.0,37.739719,-121.428006,16.45,2.53,25.21
2878392,Tracy080925_022-20250809 205154,1754801277101,8/9/2025,21:47:57,30.11,0.0,37.739714,-121.428143,16.59,2.29,27.00
2879384,Tracy080925_022-20250809 205154,1754801278093,8/9/2025,21:47:58,30.18,0.0,37.739709,-121.428287,16.78,2.15,27.78
2880431,Tracy080925_022-20250809 205154,1754801279140,8/9/2025,21:47:59,30.10,0.0,37.739705,-121.428421,16.93,2.57,26.82
2881392,Tracy080925_022-20250809 205154,1754801280101,8/9/2025,21:48:00,30.09,0.0,37.739702,-121.428551,17.11,2.69,25.68
2882382,Tracy080925_022-20250809 205154,1754801281091,8/9/2025,21:48:01,30.20,0.0,37.739702,-121.428679,17.15,2.69,25.14
2883402,Tracy080925_022-20250809 205154,1754801282111,8/9/2025,21:48:02,30.07,0.0,37.739702,-121.428806,17.24,2.40,24.90
2884451,Tracy080925_022-20250809 205154,1754801283160,8/9/2025,21:48:03,30.03,0.0,37.739701,-121.428930,17.28,3.12,24.32
2885382,Tracy080925_022-20250809 205154,1754801284091,8/9/2025,21:48:04,30.06,0.0,37.739700,-121.429053,17.35,2.72,23.82
2886402,Tracy080925_022-20250809 205154,1754801285111,8/9/2025,21:48:05,30.09,0.0,37.739700,-121.429173,17.47,2.39,23.42
2887392,Tracy080925_022-20250809 205154,1754801286101,8/9/2025,21:48:06,30.16,0.0,37.739699,-121.429290,17.46,2.53,23.04
2888382,Tracy080925_022-20250809 205154,1754801287091,8/9/2025,21:48:07,30.08,0.0,37.739699,-121.429406,17.45,3.23,22.88
2889402,Tracy080925_022-20250809 205154,1754801288111,8/9/2025,21:48:08,29.99,0.0,37.739698,-121.429522,17.42,2.96,22.77
2890392,Tracy080925_022-20250809 205154,1754801289101,8/9/2025,21:48:09,30.11,0.0,37.739698,-121.429641,17.35,3.04,23.38
2891382,Tracy080925_022-20250809 205154,1754801290091,8/9/2025,21:48:10,30.09,0.0,37.739698,-121.429763,17.25,3.32,24.18
2892432,Tracy080925_022-20250809 205154,1754801291141,8/9/2025,21:48:11,30.12,0.0,37.739700,-121.429886,17.17,3.68,24.32
2893392,Tracy080925_022-20250809 205154,1754801292101,8/9/2025,21:48:12,30.07,0.0,37.739698,-121.430011,17.17,3.22,24.72
2894382,Tracy080925_022-20250809 205154,1754801293091,8/9/2025,21:48:13,30.00,0.0,37.739698,-121.430138,17.03,3.42,24.83
2895402,Tracy080925_022-20250809 205154,1754801294111,8/9/2025,21:48:14,29.98,0.0,37.739699,-121.430260,16.96,3.20,24.43
2896392,Tracy080925_022-20250809 205154,1754801295101,8/9/2025,21:48:15,29.97,0.0,37.739698,-121.430381,16.83,2.66,23.98
2897382,Tracy080925_022-20250809 205154,1754801296091,8/9/2025,21:48:16,30.03,0.0,37.739697,-121.430496,16.81,2.37,22.88
2898462,Tracy080925_022-20250809 205154,1754801297171,8/9/2025,21:48:17,30.02,0.0,37.739697,-121.430610,16.80,2.57,22.48
2899392,Tracy080925_022-20250809 205154,1754801298101,8/9/2025,21:48:18,30.03,0.0,37.739697,-121.430722,16.78,2.32,22.08
2900382,Tracy080925_022-20250809 205154,1754801299091,8/9/2025,21:48:19,29.95,0.0,37.739695,-121.430833,16.71,2.35,21.77
2901402,Tracy080925_022-20250809 205154,1754801300111,8/9/2025,21:48:20,29.91,0.0,37.739693,-121.430942,16.71,2.57,21.45
2902424,Tracy080925_022-20250809 205154,1754801301133,8/9/2025,21:48:21,29.91,0.0,37.739692,-121.431049,16.60,2.33,21.09
2903382,Tracy080925_022-20250809 205154,1754801302091,8/9/2025,21:48:22,29.89,0.0,37.739692,-121.431157,16.56,2.19,20.96
2904402,Tracy080925_022-20250809 205154,1754801303111,8/9/2025,21:48:23,29.92,0.0,37.739693,-121.431261,16.56,2.22,20.76
2905392,Tracy080925_022-20250809 205154,1754801304101,8/9/2025,21:48:24,29.89,0.0,37.739694,-121.431369,16.61,2.84,21.18
2906382,Tracy080925_022-20250809 205154,1754801305091,8/9/2025,21:48:25,29.87,0.0,37.739694,-121.431477,16.66,2.52,21.50
2907402,Tracy080925_022-20250809 205154,1754801306111,8/9/2025,21:48:26,29.91,0.0,37.739694,-121.431588,16.53,2.93,21.79
2908393,Tracy080925_022-20250809 205154,1754801307102,8/9/2025,21:48:27,29.87,0.0,37.739692,-121.431701,16.57,2.98,22.15
2909382,Tracy080925_022-20250809 205154,1754801308091,8/9/2025,21:48:28,29.82,0.0,37.739689,-121.431813,16.59,2.92,22.17
2910403,Tracy080925_022-20250809 205154,1754801309112,8/9/2025,21:48:29,29.77,0.0,37.739683,-121.431925,16.49,3.18,22.28
2911393,Tracy080925_022-20250809 205154,1754801310102,8/9/2025,21:48:30,29.77,0.0,37.739677,-121.432038,16.58,2.99,22.50
2912412,Tracy080925_022-20250809 205154,1754801311121,8/9/2025,21:48:31,29.78,0.0,37.739672,-121.432149,16.70,3.55,22.19
2913402,Tracy080925_022-20250809 205154,1754801312111,8/9/2025,21:48:32,29.76,0.0,37.739668,-121.432258,16.66,3.08,21.56
2914393,Tracy080925_022-20250809 205154,1754801313102,8/9/2025,21:48:33,29.76,0.0,37.739667,-121.432352,16.39,3.39,18.43
2915382,Tracy080925_022-20250809 205154,1754801314091,8/9/2025,21:48:34,29.71,0.0,37.739666,-121.432426,16.43,2.86,15.39
2916403,Tracy080925_022-20250809 205154,1754801315112,8/9/2025,21:48:35,29.70,0.0,37.739666,-121.432503,16.41,2.61,14.97
2917394,Tracy080925_022-20250809 205154,1754801316103,8/9/2025,21:48:36,29.70,0.0,37.739665,-121.432579,16.32,2.93,14.99
2918383,Tracy080925_022-20250809 205154,1754801317092,8/9/2025,21:48:37,29.74,0.0,37.739677,-121.432659,16.42,3.08,16.17
2919404,Tracy080925_022-20250809 205154,1754801318113,8/9/2025,21:48:38,29.76,0.0,37.739677,-121.432752,16.42,3.19,17.87
2920393,Tracy080925_022-20250809 205154,1754801319102,8/9/2025,21:48:39,29.80,0.0,37.739676,-121.432845,16.38,3.01,18.16
2921383,Tracy080925_022-20250809 205154,1754801320092,8/9/2025,21:48:40,29.84,0.0,37.739677,-121.432932,16.37,3.01,17.76
2922433,Tracy080925_022-20250809 205154,1754801321142,8/9/2025,21:48:41,29.88,0.0,37.739679,-121.433020,16.38,2.69,17.27
2923392,Tracy080925_022-20250809 205154,1754801322101,8/9/2025,21:48:42,29.89,0.0,37.739680,-121.433105,16.40,2.47,16.78
2924383,Tracy080925_022-20250809 205154,1754801323092,8/9/2025,21:48:43,29.85,0.0,37.739680,-121.433187,16.27,2.49,16.33
2925373,Tracy080925_022-20250809 205154,1754801324082,8/9/2025,21:48:44,29.80,0.0,37.739679,-121.433266,16.03,2.60,15.26
2926394,Tracy080925_022-20250809 205154,1754801325103,8/9/2025,21:48:45,29.83,0.0,37.739671,-121.433333,16.16,2.43,13.22
2927383,Tracy080925_022-20250809 205154,1754801326092,8/9/2025,21:48:46,29.91,0.0,37.739676,-121.433393,16.01,2.64,11.48
2928373,Tracy080925_022-20250809 205154,1754801327082,8/9/2025,21:48:47,29.92,0.0,37.739676,-121.433445,16.06,5.37,11.05
2929393,Tracy080925_022-20250809 205154,1754801328102,8/9/2025,21:48:48,30.01,0.0,37.739667,-121.433484,16.00,9.01,10.85
2930383,Tracy080925_022-20250809 205154,1754801329092,8/9/2025,21:48:49,30.00,0.0,37.739547,-121.433504,16.28,2.53,9.98
2931403,Tracy080925_022-20250809 205154,1754801330112,8/9/2025,21:48:50,29.98,0.0,37.739498,-121.433508,16.28,2.64,10.85
2932424,Tracy080925_022-20250809 205154,1754801331133,8/9/2025,21:48:51,30.00,0.0,37.739441,-121.433506,16.43,2.58,12.71
2933383,Tracy080925_022-20250809 205154,1754801332092,8/9/2025,21:48:52,30.00,0.0,37.739384,-121.433505,16.49,2.53,13.85
2934403,Tracy080925_022-20250809 205154,1754801333112,8/9/2025,21:48:53,30.02,0.0,37.739320,-121.433507,16.58,2.47,15.37
2935394,Tracy080925_022-20250809 205154,1754801334103,8/9/2025,21:48:54,30.06,0.0,37.739258,-121.433505,16.65,2.41,15.21
2936383,Tracy080925_022-20250809 205154,1754801335092,8/9/2025,21:48:55,30.05,0.0,37.739197,-121.433501,16.69,2.42,15.14
2937373,Tracy080925_022-20250809 205154,1754801336082,8/9/2025,21:48:56,30.02,0.0,37.739135,-121.433498,16.92,2.34,15.46
2938394,Tracy080925_022-20250809 205154,1754801337103,8/9/2025,21:48:57,29.98,0.0,37.739070,-121.433494,17.04,2.43,15.93
2939384,Tracy080925_022-20250809 205154,1754801338093,8/9/2025,21:48:58,29.98,0.0,37.739005,-121.433492,17.13,2.44,16.24
2940404,Tracy080925_022-20250809 205154,1754801339113,8/9/2025,21:48:59,29.95,0.0,37.738937,-121.433493,17.11,2.41,16.78
2941394,Tracy080925_022-20250809 205154,1754801340103,8/9/2025,21:49:00,29.98,0.0,37.738870,-121.433490,17.16,2.31,16.87
2942413,Tracy080925_022-20250809 205154,1754801341122,8/9/2025,21:49:01,30.03,0.0,37.738806,-121.433490,17.19,2.23,16.17
2943375,Tracy080925_022-20250809 205154,1754801342084,8/9/2025,21:49:02,30.00,0.0,37.738748,-121.433492,17.33,2.22,14.38
2944394,Tracy080925_022-20250809 205154,1754801343103,8/9/2025,21:49:03,30.00,0.0,37.738696,-121.433492,17.42,2.32,13.31
2945385,Tracy080925_022-20250809 205154,1754801344094,8/9/2025,21:49:04,29.95,0.0,37.738650,-121.433494,17.41,2.29,11.61
2946373,Tracy080925_022-20250809 205154,1754801345082,8/9/2025,21:49:05,29.92,0.0,37.738624,-121.433475,17.33,2.24,7.36
2947394,Tracy080925_022-20250809 205154,1754801346103,8/9/2025,21:49:06,29.90,0.0,37.738609,-121.433475,17.30,2.26,4.52
2948386,Tracy080925_022-20250809 205154,1754801347095,8/9/2025,21:49:07,29.90,0.0,37.738594,-121.433474,17.32,2.23,4.54
2949374,Tracy080925_022-20250809 205154,1754801348083,8/9/2025,21:49:08,29.90,0.0,37.738580,-121.433474,17.26,3.64,4.88
2950394,Tracy080925_022-20250809 205154,1754801349103,8/9/2025,21:49:09,29.88,0.0,37.738563,-121.433474,17.27,5.37,7.34
2951384,Tracy080925_022-20250809 205154,1754801350093,8/9/2025,21:49:10,29.88,0.0,37.738553,-121.433483,17.07,7.38,8.34
2952403,Tracy080925_022-20250809 205154,1754801351112,8/9/2025,21:49:11,29.93,0.0,37.738554,-121.433600,16.99,2.30,9.64
2953394,Tracy080925_022-20250809 205154,1754801352103,8/9/2025,21:49:12,29.93,0.0,37.738554,-121.433656,17.00,2.33,11.32
2954384,Tracy080925_022-20250809 205154,1754801353093,8/9/2025,21:49:13,29.90,0.0,37.738552,-121.433726,17.10,2.36,13.85
2955404,Tracy080925_022-20250809 205154,1754801354113,8/9/2025,21:49:14,29.88,0.0,37.738550,-121.433804,17.04,2.44,15.57
2956395,Tracy080925_022-20250809 205154,1754801355104,8/9/2025,21:49:15,29.95,0.0,37.738549,-121.433883,17.09,2.52,15.75
2957384,Tracy080925_022-20250809 205154,1754801356093,8/9/2025,21:49:16,29.99,0.0,37.738546,-121.433961,17.02,2.45,15.41
2958374,Tracy080925_022-20250809 205154,1754801357083,8/9/2025,21:49:17,29.95,0.0,37.738545,-121.434036,16.96,2.49,14.97
2959394,Tracy080925_022-20250809 205154,1754801358103,8/9/2025,21:49:18,29.93,0.0,37.738543,-121.434111,16.86,2.58,14.65
2960384,Tracy080925_022-20250809 205154,1754801359093,8/9/2025,21:49:19,29.91,0.0,37.738542,-121.434184,16.71,2.70,14.29
2961385,Tracy080925_022-20250809 205154,1754801360094,8/9/2025,21:49:20,29.90,0.0,37.738543,-121.434256,16.85,2.95,14.09
2962397,Tracy080925_022-20250809 205154,1754801361106,8/9/2025,21:49:21,29.89,0.0,37.738544,-121.434333,16.95,2.83,15.19
2963384,Tracy080925_022-20250809 205154,1754801362093,8/9/2025,21:49:22,29.93,0.0,37.738543,-121.434418,17.04,2.89,16.55
2964465,Tracy080925_022-20250809 205154,1754801363174,8/9/2025,21:49:23,29.95,0.0,37.738543,-121.434508,16.89,2.92,17.83
2965396,Tracy080925_022-20250809 205154,1754801364105,8/9/2025,21:49:24,29.93,0.0,37.738540,-121.434601,16.80,2.66,18.12
2966384,Tracy080925_022-20250809 205154,1754801365093,8/9/2025,21:49:25,29.89,0.0,37.738538,-121.434691,16.81,2.66,17.96
2967374,Tracy080925_022-20250809 205154,1754801366083,8/9/2025,21:49:26,29.92,0.0,37.738539,-121.434784,16.88,2.60,18.43
2968395,Tracy080925_022-20250809 205154,1754801367104,8/9/2025,21:49:27,29.89,0.0,37.738538,-121.434878,16.94,2.48,18.70
2969384,Tracy080925_022-20250809 205154,1754801368093,8/9/2025,21:49:28,29.91,0.0,37.738540,-121.434980,16.90,2.65,19.64
2970374,Tracy080925_022-20250809 205154,1754801369083,8/9/2025,21:49:29,29.95,0.0,37.738540,-121.435083,16.88,2.76,20.29
2971395,Tracy080925_022-20250809 205154,1754801370104,8/9/2025,21:49:30,29.96,0.0,37.738543,-121.435185,16.90,2.78,19.98
2972384,Tracy080925_022-20250809 205154,1754801371093,8/9/2025,21:49:31,29.98,0.0,37.738544,-121.435284,16.89,2.95,19.89
2973405,Tracy080925_022-20250809 205154,1754801372114,8/9/2025,21:49:32,29.98,0.0,37.738545,-121.435385,16.88,2.64,20.00
2974395,Tracy080925_022-20250809 205154,1754801373104,8/9/2025,21:49:33,29.98,0.0,37.738548,-121.435487,16.83,3.14,20.29
2975384,Tracy080925_022-20250809 205154,1754801374093,8/9/2025,21:49:34,29.99,0.0,37.738552,-121.435590,16.84,2.89,20.42
2976376,Tracy080925_022-20250809 205154,1754801375085,8/9/2025,21:49:35,30.00,0.0,37.738552,-121.435693,16.99,3.12,20.49
2977395,Tracy080925_022-20250809 205154,1754801376104,8/9/2025,21:49:36,30.05,0.0,37.738553,-121.435801,16.92,3.82,20.51
2978385,Tracy080925_022-20250809 205154,1754801377094,8/9/2025,21:49:37,30.05,0.0,37.738551,-121.435902,16.97,3.37,19.77
2979375,Tracy080925_022-20250809 205154,1754801378084,8/9/2025,21:49:38,30.11,0.0,37.738550,-121.435986,16.96,3.26,16.62
2980395,Tracy080925_022-20250809 205154,1754801379104,8/9/2025,21:49:39,30.11,0.0,37.738552,-121.436061,17.06,2.86,14.41
2981385,Tracy080925_022-20250809 205154,1754801380094,8/9/2025,21:49:40,30.07,0.0,37.738553,-121.436115,17.11,2.64,10.89
2982406,Tracy080925_022-20250809 205154,1754801381115,8/9/2025,21:49:41,30.00,0.0,37.738554,-121.436150,17.08,2.64,6.91
2983395,Tracy080925_022-20250809 205154,1754801382104,8/9/2025,21:49:42,30.00,0.0,37.738557,-121.436170,16.97,2.61,4.45
2984475,Tracy080925_022-20250809 205154,1754801383184,8/9/2025,21:49:43,30.00,0.0,37.738558,-121.436191,17.01,2.56,3.69
2985405,Tracy080925_022-20250809 205154,1754801384114,8/9/2025,21:49:44,29.99,0.0,37.738562,-121.436205,17.06,2.53,3.36
2986395,Tracy080925_022-20250809 205154,1754801385104,8/9/2025,21:49:45,30.01,0.0,37.738548,-121.436228,17.08,2.47,5.26
2987385,Tracy080925_022-20250809 205154,1754801386094,8/9/2025,21:49:46,30.02,0.0,37.738548,-121.436257,17.04,4.58,7.23
2988405,Tracy080925_022-20250809 205154,1754801387114,8/9/2025,21:49:47,30.04,0.0,37.738613,-121.436279,16.99,2.39,8.75
2989395,Tracy080925_022-20250809 205154,1754801388104,8/9/2025,21:49:48,30.12,0.0,37.738649,-121.436292,17.00,2.36,10.07
2990385,Tracy080925_022-20250809 205154,1754801389094,8/9/2025,21:49:49,30.15,0.0,37.738695,-121.436300,17.03,2.33,11.79
2991375,Tracy080925_022-20250809 205154,1754801390084,8/9/2025,21:49:50,30.18,0.0,37.738752,-121.436300,17.02,2.30,14.27
2992395,Tracy080925_022-20250809 205154,1754801391104,8/9/2025,21:49:51,30.23,0.0,37.738814,-121.436298,16.93,2.32,15.46
2993385,Tracy080925_022-20250809 205154,1754801392094,8/9/2025,21:49:52,30.24,0.0,37.738886,-121.436294,16.85,2.28,17.92
2994435,Tracy080925_022-20250809 205154,1754801393144,8/9/2025,21:49:53,30.20,0.0,37.738964,-121.436287,16.77,2.31,19.53
2995396,Tracy080925_022-20250809 205154,1754801394105,8/9/2025,21:49:54,30.28,0.0,37.739041,-121.436278,16.77,2.22,19.33
2996385,Tracy080925_022-20250809 205154,1754801395094,8/9/2025,21:49:55,30.31,0.0,37.739113,-121.436267,16.61,2.15,18.41
2997405,Tracy080925_022-20250809 205154,1754801396114,8/9/2025,21:49:56,30.34,0.0,37.739183,-121.436263,16.60,2.10,17.43
2998425,Tracy080925_022-20250809 205154,1754801397134,8/9/2025,21:49:57,30.35,0.0,37.739251,-121.436257,16.53,2.07,17.00
2999386,Tracy080925_022-20250809 205154,1754801398095,8/9/2025,21:49:58,30.28,0.0,37.739317,-121.436254,16.48,2.05,16.49
3000406,Tracy080925_022-20250809 205154,1754801399115,8/9/2025,21:49:59,30.28,0.0,37.739368,-121.436255,16.40,2.03,12.80
3001395,Tracy080925_022-20250809 205154,1754801400104,8/9/2025,21:50:00,30.30,0.0,37.739403,-121.436256,16.42,2.02,8.90
3002386,Tracy080925_022-20250809 205154,1754801401095,8/9/2025,21:50:01,30.27,0.0,37.739428,-121.436253,16.37,2.02,6.44
3003436,Tracy080925_022-20250809 205154,1754801402145,8/9/2025,21:50:02,30.19,0.0,37.739446,-121.436251,16.43,2.02,4.59
3004395,Tracy080925_022-20250809 205154,1754801403104,8/9/2025,21:50:03,30.13,0.0,37.739463,-121.436249,16.49,2.20,4.16
3005386,Tracy080925_022-20250809 205154,1754801404095,8/9/2025,21:50:04,30.11,0.0,37.739466,-121.436247,16.42,2.20,0.63
3006376,Tracy080925_022-20250809 205154,1754801405085,8/9/2025,21:50:05,30.09,0.0,37.739472,-121.436245,16.45,2.18,1.28
3007397,Tracy080925_022-20250809 205154,1754801406106,8/9/2025,21:50:06,30.10,0.0,37.739488,-121.436264,16.48,2.22,4.05
3008386,Tracy080925_022-20250809 205154,1754801407095,8/9/2025,21:50:07,30.16,0.0,37.739518,-121.436264,16.54,3.76,7.85
3009406,Tracy080925_022-20250809 205154,1754801408115,8/9/2025,21:50:08,30.15,0.0,37.739550,-121.436264,16.65,6.49,10.38
3010395,Tracy080925_022-20250809 205154,1754801409104,8/9/2025,21:50:09,30.12,0.0,37.739574,-121.436149,16.73,2.26,11.92
3011386,Tracy080925_022-20250809 205154,1754801410095,8/9/2025,21:50:10,30.18,0.0,37.739582,-121.436077,16.56,2.24,14.72
3012376,Tracy080925_022-20250809 205154,1754801411085,8/9/2025,21:50:11,30.23,0.0,37.739583,-121.435984,16.52,2.22,18.50
3013426,Tracy080925_022-20250809 205154,1754801412135,8/9/2025,21:50:12,30.18,0.0,37.739586,-121.435870,16.45,2.18,22.62
3014386,Tracy080925_022-20250809 205154,1754801413095,8/9/2025,21:50:13,30.13,0.0,37.739587,-121.435749,16.34,2.29,23.64
3015406,Tracy080925_022-20250809 205154,1754801414115,8/9/2025,21:50:14,30.20,0.0,37.739589,-121.435631,16.35,2.70,23.29
3016396,Tracy080925_022-20250809 205154,1754801415105,8/9/2025,21:50:15,30.23,0.0,37.739590,-121.435516,16.34,3.34,22.82
3017387,Tracy080925_022-20250809 205154,1754801416096,8/9/2025,21:50:16,30.27,0.0,37.739590,-121.435396,16.38,2.76,23.80
3018406,Tracy080925_022-20250809 205154,1754801417115,8/9/2025,21:50:17,30.24,0.0,37.739591,-121.435270,16.36,2.47,24.52
3019396,Tracy080925_022-20250809 205154,1754801418105,8/9/2025,21:50:18,30.20,0.0,37.739595,-121.435143,16.29,2.83,24.72
3020386,Tracy080925_022-20250809 205154,1754801419095,8/9/2025,21:50:19,30.26,0.0,37.739600,-121.435016,16.20,2.45,24.72
3021376,Tracy080925_022-20250809 205154,1754801420085,8/9/2025,21:50:20,30.23,0.0,37.739605,-121.434891,16.17,2.38,24.41
3022396,Tracy080925_022-20250809 205154,1754801421105,8/9/2025,21:50:21,30.22,0.0,37.739611,-121.434769,16.22,2.28,24.32
3023418,Tracy080925_022-20250809 205154,1754801422127,8/9/2025,21:50:22,30.13,0.0,37.739613,-121.434644,16.19,2.69,24.34
3024406,Tracy080925_022-20250809 205154,1754801423115,8/9/2025,21:50:23,30.06,0.0,37.739614,-121.434518,16.21,2.65,24.83
3025396,Tracy080925_022-20250809 205154,1754801424105,8/9/2025,21:50:24,30.07,0.0,37.739615,-121.434391,16.23,2.35,24.81
3026386,Tracy080925_022-20250809 205154,1754801425095,8/9/2025,21:50:25,30.05,0.0,37.739615,-121.434266,16.29,2.19,24.76
3027376,Tracy080925_022-20250809 205154,1754801426085,8/9/2025,21:50:26,29.98,0.0,37.739615,-121.434138,16.04,2.55,25.23
3028396,Tracy080925_022-20250809 205154,1754801427105,8/9/2025,21:50:27,29.98,0.0,37.739617,-121.434009,15.97,2.43,25.57
3029386,Tracy080925_022-20250809 205154,1754801428095,8/9/2025,21:50:28,29.96,0.0,37.739617,-121.433881,16.06,2.23,25.61
3030377,Tracy080925_022-20250809 205154,1754801429086,8/9/2025,21:50:29,30.02,0.0,37.739617,-121.433753,16.07,2.12,25.34
3031396,Tracy080925_022-20250809 205154,1754801430105,8/9/2025,21:50:30,30.05,0.0,37.739618,-121.433625,16.09,2.46,25.23
3032386,Tracy080925_022-20250809 205154,1754801431095,8/9/2025,21:50:31,30.08,0.0,37.739618,-121.433498,16.22,2.51,25.28
3033406,Tracy080925_022-20250809 205154,1754801432115,8/9/2025,21:50:32,30.03,0.0,37.739618,-121.433366,16.24,2.28,26.02
3034396,Tracy080925_022-20250809 205154,1754801433105,8/9/2025,21:50:33,30.02,0.0,37.739619,-121.433230,16.15,2.15,26.42
3035386,Tracy080925_022-20250809 205154,1754801434095,8/9/2025,21:50:34,30.02,0.0,37.739618,-121.433096,16.07,2.36,26.35
3036376,Tracy080925_022-20250809 205154,1754801435085,8/9/2025,21:50:35,30.05,0.0,37.739618,-121.432965,15.97,2.84,25.66
3037396,Tracy080925_022-20250809 205154,1754801436105,8/9/2025,21:50:36,29.98,0.0,37.739618,-121.432840,16.08,2.92,24.49
3038386,Tracy080925_022-20250809 205154,1754801437095,8/9/2025,21:50:37,29.94,0.0,37.739617,-121.432721,16.12,2.69,23.53
3039406,Tracy080925_022-20250809 205154,1754801438115,8/9/2025,21:50:38,29.96,0.0,37.739618,-121.432605,16.15,2.68,22.97
3040396,Tracy080925_022-20250809 205154,1754801439105,8/9/2025,21:50:39,30.01,0.0,37.739619,-121.432491,16.35,2.39,22.88
3041387,Tracy080925_022-20250809 205154,1754801440096,8/9/2025,21:50:40,30.03,0.0,37.739618,-121.432367,16.34,2.29,24.34
3042376,Tracy080925_022-20250809 205154,1754801441085,8/9/2025,21:50:41,30.05,0.0,37.739619,-121.432235,16.35,2.29,25.72
